기준_년분기_코드,상권_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
2024-01-01,송정체육공원,패스트푸드점,27808800.0,1222,15783559.0,12025241.0,3553174.0,5227764.0,265076.0,3568156.0,3169389.0,5634598.0,6390643.0,553202.0,0.0,1336906.0,4028006.0,16048637.0,5842049,15933493.0,11310580.0,0,2684977.0,4125742.0,4733099.0,9785800.0,5914455.0,703,519,138,241,12,162,150,254,265,24,0,58,174,713,253,710,500,0,117,187,210,440,256
2024-01-01,송정체육공원,치킨전문점,18414717.0,592,14491694.0,3923023.0,2484475.0,3115247.0,3617290.0,3247196.0,2027486.0,1979212.0,1943811.0,2194834.0,0.0,0.0,485953.0,10864747.0,4869183,11199444.0,4466904.0,0,482734.0,881795.0,4595633.0,3643037.0,6063148.0,464,128,85,116,96,116,51,64,64,52,0,0,19,366,155,393,147,0,18,51,129,122,220
2024-01-01,송정체육공원,커피-음료,91330685.0,18231,58644869.0,32685816.0,12962514.0,8701876.0,11999111.0,10602481.0,14378887.0,15012545.0,17673271.0,69160.0,9115743.0,35374256.0,25720307.0,18931968.0,2119251,48550402.0,40765070.0,540811,21318993.0,28437205.0,14169537.0,14745270.0,10103655.0,12186,6045,2617,2048,2410,2195,2916,2857,3188,6,2649,6307,4856,3950,463,10758,7235,126,4221,5894,2825,2883,2043
2024-01-01,자양4동주민센터,한식음식점,710693217.0,16218,574928648.0,135764569.0,60280327.0,84816344.0,141684916.0,121479680.0,166667381.0,81852480.0,53912089.0,7463712.0,16720955.0,241224505.0,182765955.0,209871917.0,52646173,273432373.0,197143331.0,111680,19017706.0,60310116.0,71290772.0,117045065.0,202800366.0,13028,3190,2010,2849,2723,2810,2636,2267,923,177,808,7002,2796,4528,907,7725,7205,5,703,1448,1710,3723,7343
2024-01-01,자양4동주민센터,중식음식점,54633215.0,2607,39762919.0,14870296.0,6479206.0,13574386.0,838472.0,6784332.0,12086523.0,6008493.0,8861803.0,951431.0,1034140.0,29082558.0,5962135.0,17163829.0,439122,31812375.0,15413018.0,66534,1150218.0,4518839.0,8316047.0,13081889.0,20091868.0,1885,722,337,441,83,414,610,344,378,139,63,1394,359,612,40,1678,653,7,63,250,407,655,950
2024-01-01,자양4동주민센터,분식전문점,32448326.0,3023,28415594.0,4032732.0,4176168.0,5298271.0,5133322.0,4650055.0,9157778.0,4032732.0,0.0,1655020.0,4421662.0,16229679.0,4476278.0,148952.0,5516735,23704372.0,8743954.0,16550,1865297.0,8219800.0,11236530.0,5680232.0,5429917.0,2792,231,463,646,612,613,458,231,0,6,547,1835,607,22,6,1920,1103,6,225,956,705,655,476
2024-01-01,자양4동주민센터,호프-간이주점,172183998.0,2680,122212015.0,49971983.0,16040539.0,21529901.0,34937882.0,21165857.0,28537836.0,36185522.0,13786461.0,36765859.0,0.0,0.0,722361.0,47851989.0,86843789,106013596.0,39959706.0,0,8236805.0,21966142.0,37611841.0,52250200.0,25908313.0,1965,715,267,400,331,433,534,564,151,291,0,0,19,1038,1332,1609,767,0,233,332,634,661,517
2024-01-01,건대입구역 6번,한식음식점,978679593.0,16377,646385034.0,332294559.0,81906990.0,100432744.0,145109704.0,153182586.0,165753010.0,216433689.0,115860870.0,33752739.0,353690.0,84530133.0,60094675.0,519269056.0,280679300,540704807.0,297778351.0,946571,147606904.0,195715307.0,128870604.0,191279545.0,174064232.0,11368,5009,1735,2050,2243,2631,2709,3125,1884,626,23,2849,1319,7593,3967,9425,5360,23,2436,3246,2614,3340,3125
2024-01-01,건대입구역 6번,중식음식점,3571526176.0,66548,2134885732.0,1436640444.0,386475374.0,294962237.0,377067158.0,453448689.0,622932274.0,830909297.0,605731147.0,139499623.0,47934702.0,286754501.0,380463440.0,1707819366.0,1009054544,1931357109.0,1295140275.0,25763178,938622083.0,1142206189.0,520820548.0,415465036.0,183620350.0,40792,25756,8458,5200,7716,8632,10786,14128,11628,2491,2406,7911,9928,29959,13853,36659,26791,928,25111,18487,8770,7029,3125
2024-01-01,건대입구역 6번,치킨전문점,19832720.0,1214,11283402.0,8549318.0,2169001.0,3029295.0,265159.0,2439463.0,3380484.0,3725191.0,4824127.0,477286.0,0.0,471394.0,1654593.0,13163085.0,4066362,10117881.0,6492273.0,487893,3722833.0,2433571.0,2896126.0,4984991.0,2084739.0,625,589,142,153,12,142,176,260,329,24,0,35,94,814,247,624,471,12,247,259,188,283,106
2024-01-01,건대입구역 6번,호프-간이주점,185744755.0,4058,105093003.0,80651752.0,17605845.0,20202755.0,16789477.0,20383808.0,30111118.0,44704323.0,35947429.0,33596874.0,114045.0,3726292.0,12820604.0,63298718.0,72188222,117945567.0,57377152.0,604529,51570897.0,36803949.0,34700984.0,33408510.0,18233849.0,2562,1496,411,584,422,414,731,932,564,487,6,48,271,1634,1612,2661,1254,38,1366,797,740,595,377
2024-01-01,건대입구역 6번,커피-음료,61522751.0,4165,33915660.0,27607091.0,3757007.0,11302114.0,4600926.0,7962538.0,6293075.0,13999010.0,13608081.0,0.0,3557409.0,13300072.0,26211272.0,18453998.0,0,41191420.0,19695753.0,107990,6306895.0,12504728.0,6975866.0,27839901.0,7151793.0,2501,1664,428,569,306,587,611,860,804,0,240,1052,1645,1228,0,1927,2181,24,844,1215,657,815,552
2024-01-01,건대입구역 6번,반찬가게,965674558.0,53784,623506067.0,342168491.0,119533061.0,82544456.0,138761576.0,145260865.0,137406109.0,167209000.0,174959491.0,86889.0,28543005.0,160518556.0,327240980.0,322731444.0,126553684,425604432.0,475859228.0,2912954,134444966.0,176593668.0,254672138.0,195680943.0,137158991.0,31888,21896,6691,5039,5300,6343,8515,11295,10601,87,1911,8863,14945,20767,7211,25006,28344,439,13555,11117,10410,9529,8300
2024-01-01,건대입구역 1번,한식음식점,1511872714.0,31122,1061330756.0,450541958.0,194630459.0,185156536.0,196471624.0,212558112.0,272514025.0,279874423.0,170667535.0,167511174.0,5896248.0,288322666.0,98646800.0,526532008.0,424963818,771695874.0,527534968.0,9005273,412128800.0,382082216.0,177167127.0,189269483.0,129577945.0,22916,8206,4307,4079,4396,4667,5467,5081,3125,2535,258,9058,2861,9734,6676,16402,11142,195,8062,7810,3917,4420,3142
2024-01-01,건대입구역 1번,양식음식점,48507017.0,2775,44351505.0,4155512.0,7662763.0,9967495.0,9812736.0,9061823.0,7846688.0,4155512.0,0.0,0.0,0.0,32894452.0,3982923.0,11629642.0,0,29203213.0,11210589.0,189147,8116143.0,14076458.0,9812738.0,6396621.0,1822694.0,2545,230,407,573,551,515,499,230,0,0,0,1819,252,704,0,1685,767,18,539,894,516,355,132
2024-01-01,건대입구역 1번,치킨전문점,221605964.0,4894,152424529.0,69181435.0,24416550.0,22072494.0,33576441.0,36419786.0,35939258.0,39868098.0,29313337.0,25626484.0,0.0,0.0,19145.0,95621945.0,100338390,128528279.0,93077685.0,5429690,139958937.0,56467836.0,5303941.0,13024070.0,1421490.0,3285,1609,581,490,674,705,835,936,673,506,0,0,8,2366,2014,2723,2171,102,3153,1195,110,303,31
2024-01-01,건대입구역 1번,호프-간이주점,1094913388.0,22922,683961000.0,410952388.0,121662503.0,107926266.0,121680317.0,145816205.0,186875709.0,223074644.0,187877744.0,366643627.0,29119282.0,0.0,1959846.0,187312136.0,509878497,639626211.0,431042012.0,52745684,468508006.0,327217530.0,105379292.0,96913814.0,19903894.0,14250,8672,2707,2350,2492,2943,3758,4719,3953,7079,596,0,23,4480,10744,12710,10043,1448,10610,6086,1956,2160,492
2024-01-01,건대입구역 1번,커피-음료,33957625.0,4053,26250980.0,7706645.0,5644166.0,5434507.0,5214395.0,5343860.0,4614052.0,4148489.0,3558156.0,0.0,1261507.0,14881132.0,8730682.0,8739975.0,344329,20039533.0,10719460.0,182950,5737513.0,9817921.0,3952657.0,6323871.0,4744084.0,3125,928,678,632,589,717,509,542,386,0,218,1625,1111,1047,52,2521,1211,25,752,1262,409,756,527
2024-01-01,화양사거리,한식음식점,1800292155.0,41680,1366740885.0,433551270.0,219615211.0,271638775.0,272273616.0,322066205.0,281147078.0,251168707.0,182382563.0,81205740.0,27190677.0,299254400.0,160700821.0,820299283.0,411641234,925205146.0,484106693.0,3864831,335152096.0,376120343.0,250225512.0,277931898.0,166017159.0,31179,10501,5818,6263,6403,6100,6595,6014,4487,2304,1538,12617,5289,13854,6078,24268,13186,126,8616,9585,6413,7441,5275
2024-01-01,화양사거리,중식음식점,132215245.0,6209,108734672.0,23480573.0,20981564.0,20936101.0,20294731.0,21815439.0,24706837.0,20954683.0,2525890.0,0.0,130475.0,53925347.0,16984731.0,48040997.0,13133695,65453576.0,42494097.0,975339,29570108.0,33604621.0,22127378.0,13195991.0,8474235.0,5148,1061,1019,995,973,995,1166,930,131,0,11,2749,997,2212,240,3488,2081,77,1460,1675,1098,845,414
2024-01-01,화양사거리,일식음식점,30395034.0,1050,26937156.0,3457878.0,6305154.0,4785586.0,4079420.0,5865261.0,5901735.0,2447507.0,1010371.0,0.0,0.0,7382641.0,2217710.0,17074182.0,3720501,14287454.0,13167655.0,0,7082083.0,3767919.0,2890318.0,8535267.0,5179521.0,962,88,204,183,138,241,196,73,15,0,0,306,88,561,95,481,495,0,327,160,95,219,175
2024-01-01,화양사거리,치킨전문점,2345834.0,97,1357093.0,988741.0,0.0,106629.0,116322.0,523450.0,610692.0,441056.0,547685.0,0.0,0.0,0.0,67855.0,1589739.0,688240,1279546.0,1066288.0,0,222951.0,1051748.0,0.0,387741.0,683394.0,52,45,0,5,5,19,23,20,25,0,0,0,5,62,30,59,38,0,10,47,0,15,25
2024-01-01,화양사거리,분식전문점,18969867.0,1467,13852114.0,5117753.0,2313069.0,2896670.0,2408837.0,2732376.0,3501162.0,2792096.0,2325657.0,258554.0,0.0,4473837.0,3416638.0,9638009.0,1182829,5558909.0,10473311.0,210415,6531284.0,4473825.0,2381556.0,2030245.0,404894.0,1011,456,194,236,166,220,195,243,213,13,0,300,320,749,85,393,990,33,638,363,185,143,20
2024-01-01,화양사거리,호프-간이주점,110230246.0,2298,83146811.0,27083435.0,11918046.0,18468672.0,16484630.0,16507777.0,19767686.0,19505446.0,7577989.0,33365724.0,0.0,719566.0,844862.0,10013015.0,65287079,63900909.0,30720110.0,215012,35900834.0,28151941.0,10757510.0,16656455.0,2939266.0,1730,568,230,393,304,364,439,384,184,684,0,96,85,225,1208,1314,791,4,882,623,223,310,60
2024-01-01,화양사거리,커피-음료,58155171.0,6085,42272237.0,15882934.0,9145550.0,8755438.0,5247582.0,8830063.0,10293604.0,8382622.0,7500312.0,3800287.0,900298.0,12106939.0,13869990.0,19097823.0,8379834,28304992.0,26022089.0,437028,21543684.0,15002766.0,6702468.0,5153633.0,5487505.0,4078,2007,802,955,541,794,986,1102,905,552,88,924,1323,1982,1216,2875,3159,56,2907,1627,667,574,206
2024-01-01,화양사거리,반찬가게,696000000.0,43068,393938916.0,302061084.0,107532161.0,0.0,87703275.0,106431272.0,92272208.0,172098329.0,129962755.0,0.0,0.0,115398897.0,328914307.0,249813990.0,1872806,104612869.0,591387131.0,61433246,447934787.0,71779085.0,34309775.0,72163985.0,8379122.0,24704,18364,7075,0,5476,6131,6022,10247,8117,0,0,6652,20349,15798,269,6528,36540,3967,27409,4152,2178,4570,792
2024-01-01,뚝섬유원지역 1번,한식음식점,276895832.0,6513,185762852.0,91132980.0,11231474.0,35639690.0,43405125.0,38236923.0,57249640.0,56506444.0,34626536.0,877845.0,0.0,75809441.0,16543905.0,160400443.0,23264198,143169483.0,84631180.0,203660,15367031.0,53261884.0,35697505.0,54167673.0,69102912.0,4197,2316,198,1032,1037,928,1002,1151,1165,7,0,2857,643,2793,213,3449,2361,7,424,1051,997,1494,1832
2024-02-01,옥수역 6번,한식음식점,874557634.0,18819,602869853.0,271687781.0,103274781.0,104047269.0,132000991.0,117827425.0,145719387.0,137363521.0,134324260.0,3483902.0,5789127.0,168960478.0,69252015.0,467047496.0,160024616,438744535.0,337621379.0,0,76240359.0,183790911.0,188823795.0,190341346.0,137169502.0,13581,5238,2540,2400,2735,2668,3238,2733,2505,68,323,5670,1858,8786,2114,9094,8032,0,1504,3938,4044,4102,3540
2024-02-01,옥수역 6번,제과점,46915905.0,4719,36374170.0,10541735.0,5318542.0,8768211.0,7201253.0,7741631.0,7344533.0,10541735.0,0.0,0.0,9092235.0,12855745.0,13581311.0,11386614.0,0,15052207.0,30829466.0,58016,1157039.0,9147324.0,11929073.0,12931293.0,10658928.0,3807,912,625,899,759,737,787,912,0,0,861,1233,1359,1266,0,1464,3188,6,125,968,1238,1254,1060
2024-02-01,옥수역 6번,패스트푸드점,17490698.0,793,10911519.0,6579179.0,1944931.0,477482.0,5270344.0,1312664.0,1906098.0,2666348.0,3912831.0,2696429.0,0.0,1561523.0,4324134.0,5864326.0,3044286,7899217.0,9591481.0,120328,3444285.0,7620939.0,4498358.0,1379221.0,427567.0,458,335,60,38,153,93,114,160,175,5,0,87,235,318,148,264,529,16,175,382,123,65,32
2024-02-01,옥수역 6번,치킨전문점,261009699.0,6185,185400058.0,75609641.0,37866759.0,25353233.0,44583607.0,33306053.0,44290406.0,50340985.0,25268656.0,22239695.0,0.0,22594.0,11389346.0,107164284.0,120193780,152323322.0,74788528.0,12107,21086958.0,41598697.0,60114246.0,68890228.0,35409615.0,4410,1775,880,613,1073,677,1167,1185,590,474,0,0,162,2881,2668,3753,1794,0,547,1122,1464,1646,767
2024-02-01,옥수역 6번,분식전문점,295243421.0,22948,219897609.0,75345812.0,46955074.0,52512008.0,39437430.0,37621177.0,43371920.0,44240830.0,31104982.0,0.0,12363315.0,112045066.0,60860625.0,94907651.0,15066764,136271099.0,120612763.0,978780,19692233.0,53680967.0,63002243.0,80123510.0,39406127.0,16912,6036,3212,3457,3510,3088,3645,3308,2728,0,1124,7417,4671,8011,1725,10346,11623,108,2099,5264,5586,5661,3251
2024-02-01,옥수역 6번,호프-간이주점,87417680.0,1913,74073066.0,13344614.0,7110815.0,14410986.0,20535158.0,15577019.0,16439088.0,8745257.0,4599357.0,9263494.0,0.0,0.0,0.0,12228409.0,65925777,49152825.0,29185735.0,463424,11630443.0,31776922.0,14211664.0,11884578.0,8371527.0,1554,359,180,289,387,369,329,229,130,180,0,0,0,360,1373,1106,667,20,230,677,350,279,220
2024-02-01,옥수역 6번,커피-음료,245887301.0,41081,158578710.0,87308591.0,29591224.0,25856235.0,34698490.0,37437059.0,30995702.0,43276364.0,44032227.0,0.0,36528398.0,84086752.0,67557767.0,51212815.0,6501569,114323832.0,117082949.0,1611548,32330151.0,78834658.0,45493549.0,43540580.0,29596293.0,27919,13162,5262,4839,5950,6307,5561,6746,6416,0,8328,12878,11075,8232,568,20779,18780,334,5419,13857,7471,7845,4637
2024-02-01,옥수터널,패스트푸드점,54959967.0,1836,33467392.0,21492575.0,4711422.0,6568008.0,6280393.0,10605296.0,5302273.0,9171959.0,12320616.0,0.0,0.0,13297553.0,12545828.0,27074812.0,2041774,23837096.0,18879499.0,2310,2739038.0,5854631.0,9222205.0,12571326.0,12327084.0,1062,774,191,219,208,277,167,358,416,0,0,433,353,975,75,883,717,6,109,260,364,438,422
2024-02-01,신금호역 4번,한식음식점,453127944.0,10745,297632705.0,155495239.0,67104597.0,49088793.0,68209498.0,55247521.0,57982296.0,103832904.0,51662335.0,1091027.0,22265633.0,100396607.0,56472867.0,225388047.0,47513763,245740582.0,150915288.0,810169,17180758.0,60038315.0,80933659.0,102207623.0,135485344.0,8206,2539,1868,1382,1659,1567,1730,1756,783,62,140,3852,1674,4169,848,6359,3991,30,595,1674,2002,2681,3366
2024-02-01,신금호역 4번,호프-간이주점,72580415.0,3987,49467262.0,23113153.0,3345437.0,9771916.0,9243128.0,15354041.0,11752740.0,9509655.0,13603498.0,0.0,341154.0,20482005.0,14268747.0,35185723.0,2302786,37674011.0,26584390.0,405120,1481886.0,13036330.0,16496906.0,18744255.0,14093905.0,3112,875,320,746,641,660,745,469,406,0,21,1215,982,1619,150,1770,2004,64,213,811,1066,960,661
2024-02-01,신금호역 4번,커피-음료,14218366.0,2322,10785045.0,3433321.0,2457021.0,2116712.0,1787845.0,1729897.0,2693570.0,2352186.0,1081135.0,0.0,2070649.0,5235531.0,4899520.0,1832866.0,179800,5115254.0,7668186.0,105884,645967.0,3581105.0,3503019.0,2149976.0,2797487.0,1805,517,413,379,319,287,407,354,163,0,416,815,798,274,19,942,1256,22,97,691,622,297,467
2024-02-01,금동어린이공원,한식음식점,326119190.0,10486,231825450.0,94293740.0,45368778.0,50241314.0,49511700.0,36950422.0,49753236.0,57004671.0,37289069.0,2154553.0,6464316.0,110274933.0,35046749.0,122050952.0,50127687,167101851.0,108861570.0,877885,5750393.0,33337933.0,41532062.0,78132402.0,116332748.0,7741,2745,1611,1520,1685,1218,1707,1812,933,57,369,3896,1401,3775,988,5742,4056,20,217,1301,1423,2588,4249
2024-02-01,금동어린이공원,치킨전문점,60266090.0,1427,46140088.0,14126002.0,10596929.0,9732864.0,9111515.0,7257174.0,9441606.0,6834849.0,7291153.0,12363894.0,0.0,970859.0,3077624.0,22975384.0,20878329,27499590.0,19805530.0,966005,3388299.0,9946454.0,10761975.0,12708548.0,9533839.0,1029,398,225,175,193,223,213,194,204,155,0,39,116,641,476,700,563,20,97,243,233,408,262
2024-02-01,금동어린이공원,호프-간이주점,36925115.0,110,36925115.0,0.0,0.0,0.0,9716421.0,5662996.0,21545698.0,0.0,0.0,0.0,0.0,819263.0,33992996.0,1365439.0,747417,36925115.0,0.0,0,0.0,0.0,33992996.0,2184702.0,747417.0,110,0,0,0,7,62,41,0,0,0,0,27,48,27,8,110,0,0,0,0,48,54,8
2024-02-01,금동어린이공원,커피-음료,86522944.0,20202,55623919.0,30899025.0,9915618.0,9961400.0,10783964.0,12077628.0,12885309.0,14577707.0,16321318.0,115341.0,12159602.0,29081728.0,21671032.0,16716113.0,6779128,40972243.0,37256624.0,1370541,9384169.0,20158149.0,17056718.0,17281985.0,12977305.0,13161,7041,2426,2443,2563,2782,2947,3292,3749,28,3410,6071,5383,3773,1537,10360,8503,359,2209,4881,4282,4329,2804
2024-02-01,금동어린이공원,반찬가게,10026174.0,518,8268961.0,1757213.0,2236018.0,1206589.0,861849.0,1436415.0,2528090.0,1757213.0,0.0,0.0,493170.0,3911836.0,3528791.0,2039708.0,52669,5247702.0,4778472.0,0,153217.0,215463.0,1546539.0,5444011.0,2666944.0,417,101,100,72,48,68,129,101,0,0,38,201,173,101,5,245,273,0,10,19,77,255,157
2024-02-01,금북초등학교,한식음식점,80056528.0,802,41089195.0,38967333.0,3892661.0,11704815.0,6516149.0,8931806.0,10043764.0,11529793.0,27437540.0,0.0,0.0,22866389.0,5984003.0,40284836.0,10921300,44347168.0,24165467.0,0,4590900.0,11793528.0,17901668.0,18685165.0,15541376.0,532,270,75,141,74,105,137,104,166,0,0,234,54,407,107,416,275,0,57,132,218,109,176
2024-02-01,금호사거리,한식음식점,1401105858.0,20495,1067896966.0,333208892.0,166897576.0,219383641.0,202335771.0,198317923.0,280962055.0,247010204.0,86198688.0,76089871.0,4602884.0,152723108.0,57848920.0,628118767.0,481722308,700698071.0,435013692.0,3568835,67657972.0,278387294.0,278060342.0,269870867.0,238166452.0,14822,5673,2512,2757,2880,2913,3760,3760,1913,825,189,4337,1583,8888,4673,10963,7441,49,1092,3941,4100,4438,4785
2024-02-01,금호사거리,분식전문점,175429196.0,9767,113041883.0,62387313.0,11691274.0,14888207.0,47334677.0,11745471.0,27382254.0,37055456.0,25331857.0,42573599.0,3176710.0,14938517.0,18957792.0,44125838.0,51656740,123061237.0,48171960.0,471602,8545834.0,25522193.0,29458230.0,92810298.0,14425041.0,6169,3598,968,1042,1570,1017,1572,1850,1748,166,220,1463,1884,4363,1671,4514,5075,66,1065,2606,2870,1775,1207
2024-02-01,금호사거리,호프-간이주점,36435761.0,193,25625372.0,10810389.0,1516893.0,2780970.0,5794530.0,11518270.0,4014709.0,6613652.0,4196737.0,23127557.0,0.0,0.0,0.0,0.0,13308204,32239025.0,859573.0,0,0.0,2265226.0,5268674.0,18354400.0,7210297.0,153,40,11,31,31,40,40,20,20,101,0,0,0,0,92,173,10,0,0,20,30,82,50
2024-02-01,금호사거리,커피-음료,3910805.0,803,2866855.0,1043950.0,623695.0,594250.0,612988.0,463086.0,572836.0,489854.0,554096.0,0.0,428288.0,1375876.0,1247388.0,859253.0,0,2048576.0,1733743.0,13384,452921.0,868943.0,1103175.0,820707.0,523188.0,583,220,133,118,123,102,107,102,118,0,102,277,252,172,0,457,336,5,103,168,197,211,109
2024-02-01,금호삼성래미안아파트,한식음식점,405483505.0,11692,289550804.0,115932701.0,62125414.0,64368974.0,56672960.0,52105346.0,54278110.0,56765722.0,59166979.0,6649237.0,16720855.0,94992326.0,31852039.0,209565410.0,45703638,226496037.0,128672429.0,1276456,21051148.0,65607825.0,64079154.0,101392556.0,101761328.0,8894,2798,1955,1677,1798,1705,1759,1533,1265,225,621,4909,1159,3680,1098,7298,3521,124,616,2235,1756,2947,3142
2024-02-01,금호삼성래미안아파트,호프-간이주점,24403604.0,429,16398642.0,8004962.0,428249.0,4480143.0,2398194.0,2833032.0,6259024.0,5402526.0,2602436.0,20226529.0,0.0,0.0,0.0,1317689.0,2859386,21109381.0,1383574.0,0,0.0,6021839.0,0.0,16471115.0,0.0,297,132,33,66,33,66,99,66,66,330,0,0,0,33,66,330,66,0,0,132,0,264,0
2024-02-01,금호삼성래미안아파트,커피-음료,39159461.0,2690,21268485.0,17890976.0,3114068.0,4016228.0,4914659.0,4193926.0,5029604.0,9468952.0,8422024.0,0.0,0.0,14423997.0,20704325.0,4031139.0,0,14732515.0,23383124.0,105259,6093423.0,17738701.0,9511557.0,3537934.0,1128765.0,1521,1169,217,260,379,329,336,604,565,0,0,1000,1392,298,0,956,1659,12,390,1273,607,242,90
2024-02-01,상왕십리역 6번,한식음식점,468853220.0,20393,308403559.0,160449661.0,15094441.0,79208519.0,67009521.0,72997075.0,74094003.0,77900401.0,82549260.0,0.0,22063549.0,181816485.0,63843278.0,173522823.0,27607085,241726043.0,184164922.0,1180641,27609077.0,63293019.0,57235563.0,103808526.0,172764137.0,14067,6326,843,3556,3177,3296,3195,3038,3288,0,1017,7851,3268,7180,1077,10772,8318,120,1913,3607,2659,4522,6271
2024-02-01,상왕십리역 6번,커피-음료,71631465.0,9518,43457327.0,28174138.0,10942241.0,7378448.0,13180604.0,4137931.0,7818103.0,16267242.0,11906896.0,0.0,8772414.0,26362502.0,29425860.0,7070689.0,0,32532227.0,38219928.0,193966,18509649.0,22440691.0,13881736.0,9684586.0,6041527.0,6104,3414,1500,1268,1526,517,1293,1991,1423,0,1343,3622,3622,931,0,4770,4723,52,2726,2724,2305,961,725
2024-02-01,행당역 2번,한식음식점,1355962334.0,33354,915672698.0,440289636.0,166154679.0,156149602.0,186954638.0,190190444.0,216223335.0,242667738.0,197621898.0,6708214.0,11531721.0,367949990.0,151202738.0,693793005.0,124776666,695400113.0,508170946.0,2411069,71984358.0,186899327.0,228600632.0,321538452.0,392137221.0,23461,9893,4478,4197,4635,4768,5383,5290,4603,88,654,11225,4714,14977,1696,17274,13911,312,2092,4996,5935,8548,9301
2024-02-01,행당역 2번,중식음식점,14938768.0,710,7854364.0,7084404.0,0.0,985851.0,2892662.0,2795326.0,1180525.0,3062380.0,4022024.0,1597329.0,0.0,7250374.0,1704650.0,4386415.0,0,9191351.0,3840606.0,164725,1124228.0,3339495.0,4592579.0,2800256.0,1010673.0,390,320,0,70,140,75,105,165,155,5,0,340,100,265,0,519,181,15,60,171,182,197,75
2024-02-01,행당역 2번,치킨전문점,127780534.0,5512,84248497.0,43532037.0,6218270.0,18141283.0,19008362.0,17320896.0,23559686.0,19968816.0,23563221.0,8034540.0,410263.0,4301145.0,9468778.0,55016290.0,50549518,63328147.0,54102186.0,2060711,13084089.0,18130530.0,29588713.0,36730366.0,17835922.0,3873,1639,512,805,815,740,1001,908,731,476,18,97,511,2564,1846,2868,2409,248,928,1012,1096,1354,640
2024-02-01,행당역 2번,분식전문점,181647294.0,19121,125468482.0,56178812.0,15683189.0,25075695.0,35960730.0,21554114.0,27194754.0,28022374.0,28156438.0,300020.0,16892998.0,40629685.0,39421499.0,69949984.0,14453108,68372042.0,83835487.0,3699161,18715819.0,24829733.0,35347448.0,41754083.0,27861283.0,13120,6001,1827,2881,2952,2779,2681,3059,2942,27,1557,4541,3957,7358,1681,8179,10352,767,2725,2995,3984,4941,3120
2024-02-01,행당역 2번,호프-간이주점,184852613.0,2756,126613683.0,58238930.0,8752135.0,24456995.0,33804890.0,24480372.0,35119291.0,42282779.0,15956151.0,28753515.0,0.0,0.0,2367880.0,42807475.0,110923743,98808597.0,68257406.0,120900,22788859.0,82208301.0,25732478.0,20166366.0,16049101.0,1938,818,246,414,425,342,511,552,266,322,0,0,52,811,1571,1645,960,6,363,918,455,507,360
2024-02-01,행당역 2번,커피-음료,101163155.0,19672,64034257.0,37128898.0,11536245.0,11033613.0,15314628.0,12822695.0,13327076.0,16183567.0,20945331.0,0.0,16855347.0,38660646.0,27061379.0,17871114.0,714669,46368930.0,53164884.0,4795742,14950635.0,24231236.0,23015820.0,21891118.0,10649262.0,12752,6920,2179,2411,2819,2582,2761,3191,3729,0,3707,6523,5283,4018,141,8806,10762,1286,3570,4414,4395,4315,1587
2024-02-01,응봉산,커피-음료,4134403.0,562,4134403.0,0.0,795906.0,1028565.0,685479.0,783405.0,841048.0,0.0,0.0,0.0,233354.0,1668208.0,2044630.0,188211.0,0,1063985.0,2248815.0,0,365311.0,879941.0,1232751.0,312528.0,522270.0,562,0,97,124,90,119,132,0,0,0,28,194,312,28,0,153,319,0,28,133,209,49,56
2024-02-01,왕십리파출소,한식음식점,658581601.0,11989,429933518.0,228648083.0,48619925.0,118329901.0,100365066.0,61469774.0,101148852.0,123077370.0,105570713.0,520120.0,2230103.0,164911544.0,51130302.0,330202487.0,109587045,359601011.0,187865412.0,0,18645796.0,44725053.0,130774858.0,182349434.0,170971283.0,9225,2764,1628,2387,1644,1745,1821,1522,1242,18,40,5901,1171,3877,982,6969,3733,0,356,1501,2718,3145,2980
2024-02-01,상왕십리역 3번,한식음식점,1907191290.0,21619,1381542684.0,525648606.0,255228074.0,235734891.0,289396125.0,291964973.0,309218621.0,331166037.0,194482569.0,3246107.0,13437097.0,497131126.0,196692960.0,1036182720.0,160501280,847674038.0,389921151.0,405915,32943943.0,196056146.0,249167097.0,389936834.0,369085253.0,16610,5009,3320,2823,3413,3266,3788,3276,1733,138,910,8123,2672,8491,1285,11797,5956,29,930,2656,3376,5511,5260
